delivery_id,po_id,delivery_date,delivery_status
13729,13512,2024-01-29 20:24:52,Delayed
13730,9316,2023-09-26 07:28:32,On Time
13731,9795,2023-06-28 04:41:36,On Time
13732,6438,2024-01-31 13:53:09,Delayed
13733,5032,2024-02-09 21:40:07,On Time
13734,5715,2024-09-03 11:41:55,Delayed
13735,12956,2023-04-20 16:34:29,On Time
13736,14232,2023-02-18 11:17:32,On Time
13737,5409,2023-11-12 21:42:17,On Time
13738,12347,2023-11-05 15:58:35,On Time
13739,13039,2023-03-24 06:42:00,On Time
13740,12741,2024-08-25 18:11:41,On Time
13741,12665,2024-09-23 09:40:55,On Time
13742,10032,2024-09-30 08:23:15,On Time
13743,6128,2024-06-11 12:15:21,On Time
13744,10437,2023-01-22 12:08:23,Delayed
13745,13899,2023-03-13 17:11:26,Early
13746,5783,2024-06-05 16:08:06,On Time
13747,10301,2023-09-09 23:06:28,On Time
13748,7180,2023-04-19 12:50:46,Delayed
13749,11807,2024-01-20 05:24:22,Delayed
13750,6179,2024-06-26 15:28:13,Early
13751,7407,2024-11-12 12:35:08,On Time
13752,7808,2024-01-29 02:54:17,On Time
13753,7765,2024-04-06 17:12:49,Early
13754,7725,2023-03-22 02:13:10,On Time
13755,7536,2023-07-22 19:05:22,On Time
13756,13405,2024-07-28 23:05:27,On Time
13757,9862,2023-11-08 16:48:23,On Time
13758,11301,2023-12-22 07:54:32,Delayed
13759,12857,2024-09-13 06:53:46,On Time
13760,8147,2023-07-19 07:36:19,On Time
13761,11579,2023-07-13 19:59:53,Delayed
13762,6202,2024-08-17 13:32:34,On Time
13763,7890,2025-01-05 15:04:56,On Time
13764,5645,2023-04-06 10:59:04,On Time
13765,10952,2024-06-04 19:56:33,Delayed
13766,9223,2024-10-04 22:25:35,On Time
13767,9321,2023-12-04 15:18:29,Delayed
13768,8089,2023-05-13 11:45:19,On Time
13769,13689,2023-09-07 14:06:58,On Time
13770,13665,2024-07-11 17:17:08,Delayed
13771,8383,2023-09-21 14:09:35,On Time
13772,12926,2023-03-09 23:57:53,On Time
13773,6161,2024-11-28 06:45:02,Early
13774,9313,2023-12-16 09:42:43,On Time
13775,13388,2024-10-19 19:17:30,Delayed
13776,7249,2023-11-26 18:29:06,Delayed
13777,9462,2023-09-06 19:52:49,On Time
13778,7767,2023-12-12 03:55:33,On Time
13779,6552,2023-05-09 21:16:58,Early
13780,7448,2023-08-25 06:19:14,On Time
13781,10645,2023-03-30 12:11:17,On Time
13782,9310,2023-06-13 21:19:07,On Time
13783,12497,2023-09-22 17:43:24,Delayed
13784,13311,2024-05-17 08:58:35,Early
13785,8497,2024-03-19 04:17:34,Delayed
13786,6717,2024-05-19 22:34:28,Delayed
13787,9938,2023-05-04 02:57:39,On Time
13788,7915,2023-07-16 17:29:32,Delayed
13789,6673,2024-07-29 18:01:01,On Time
13790,14395,2023-11-24 21:42:03,Delayed
13791,6456,2024-08-12 09:13:39,On Time
13792,11546,2023-02-01 18:51:45,On Time
13793,12027,2023-11-01 04:55:07,Delayed
13794,8979,2024-09-09 01:24:28,Delayed
13795,7472,2023-01-09 16:39:53,Delayed
13796,13310,2023-05-28 02:31:56,On Time
13797,5368,2025-01-09 17:13:19,On Time
13798,8177,2023-05-07 19:14:43,Early
13799,8375,2023-01-23 20:11:07,On Time
13800,11774,2023-12-22 22:28:23,On Time
13801,8813,2024-08-11 15:53:40,Early
13802,11292,2024-05-01 15:40:15,Delayed
13803,10986,2024-11-25 14:34:05,On Time
13804,7198,2023-09-15 03:43:09,On Time
13805,9912,2023-12-23 13:32:45,On Time
13806,5901,2023-09-27 10:10:50,On Time
13807,5193,2023-12-18 00:04:25,On Time
13808,7771,2023-09-07 04:56:41,Delayed
13809,10181,2023-02-17 01:14:31,On Time
13810,5951,2024-04-18 21:24:21,On Time
13811,11680,2023-12-12 23:51:43,On Time
13812,8607,2024-10-01 12:10:35,On Time
13813,10039,2023-07-25 10:08:25,On Time
13814,5258,2023-03-07 23:26:12,Delayed
13815,6222,2024-10-08 16:18:43,On Time
13816,5651,2023-02-19 14:56:57,Delayed
13817,7426,2023-04-10 15:00:56,On Time
13818,14115,2024-11-15 23:34:01,On Time
13819,8160,2023-11-07 05:11:57,On Time
13820,5398,2024-07-30 08:17:08,On Time
13821,10302,2024-11-11 22:34:49,On Time
13822,10403,2024-02-05 11:56:31,Delayed
13823,12701,2024-08-15 23:08:14,On Time
13824,5561,2023-09-15 01:38:18,On Time
13825,13382,2024-10-05 18:35:17,On Time
13826,13397,2023-02-06 22:31:26,Delayed
13827,10100,2023-10-20 05:05:10,On Time
13828,8372,2023-11-18 01:47:38,On Time
13829,8042,2023-04-11 17:40:27,On Time
13830,11845,2024-04-16 23:39:43,On Time
13831,14898,2024-02-24 00:04:10,On Time
13832,10399,2024-07-15 08:46:36,Delayed
13833,5713,2024-09-25 09:14:24,On Time
13834,8457,2024-09-20 00:04:56,On Time
13835,11948,2023-12-14 23:41:47,Delayed
13836,9407,2023-01-22 13:53:11,On Time
13837,12650,2023-02-01 08:08:59,On Time
13838,8878,2024-06-06 05:37:03,Early
13839,8523,2023-09-14 01:23:06,On Time
13840,10652,2024-11-27 20:21:35,On Time
13841,9113,2024-10-05 06:46:22,Delayed
13842,9566,2024-12-05 04:32:52,On Time
13843,9907,2023-09-30 06:45:22,On Time
13844,10424,2024-11-05 06:21:24,On Time
13845,13747,2023-06-23 11:59:27,Delayed
13846,9978,2023-08-04 20:39:48,On Time
13847,7679,2024-05-29 16:27:36,Delayed
13848,13776,2024-10-31 01:36:54,On Time
13849,9942,2024-02-19 01:37:48,On Time
13850,12330,2023-06-24 16:00:17,On Time
13851,5842,2024-05-26 23:39:32,On Time
13852,9039,2023-08-03 04:17:51,Delayed
13853,6805,2023-07-11 13:30:32,On Time
13854,13922,2024-03-28 10:16:13,On Time
13855,9350,2024-07-09 05:02:02,On Time
13856,14656,2024-03-13 16:50:04,Delayed
13857,9947,2024-08-01 20:57:21,On Time
13858,12119,2023-12-06 15:49:27,Delayed
13859,11658,2024-08-08 05:13:47,Delayed
13860,6573,2024-04-04 11:53:22,On Time
13861,11241,2024-05-09 14:17:23,On Time
13862,9967,2024-12-07 19:06:41,Delayed
13863,14586,2023-07-27 17:40:56,On Time
13864,5257,2024-10-15 17:47:01,Delayed
13865,5128,2023-09-21 21:11:26,On Time
13866,14575,2023-08-02 22:58:16,On Time
13867,11868,2023-03-12 09:20:13,On Time
13868,12855,2024-08-22 22:03:58,On Time
13869,7206,2024-03-06 19:22:50,On Time
13870,13514,2023-04-08 13:41:16,On Time
13871,9380,2024-01-18 07:17:32,On Time
13872,13068,2023-05-12 06:24:55,On Time
13873,11278,2024-11-04 13:31:07,On Time
13874,14709,2023-10-18 11:28:24,On Time
13875,9325,2023-09-04 05:33:51,On Time
13876,13311,2024-01-14 05:49:24,On Time
13877,12082,2023-08-30 11:34:23,Delayed
13878,7372,2023-04-17 13:23:17,On Time
13879,10017,2024-07-05 01:15:34,Early
13880,11303,2024-06-18 21:03:32,On Time
13881,11383,2023-12-31 17:28:00,On Time
13882,11540,2023-01-27 11:14:32,On Time
13883,11453,2024-09-14 17:22:57,On Time
13884,11393,2024-02-21 16:34:30,Early
13885,9797,2023-12-16 22:16:27,On Time
13886,7442,2024-07-04 19:36:30,On Time
13887,6018,2024-01-08 12:28:55,On Time
13888,9502,2023-08-04 07:34:40,Delayed
13889,8048,2023-11-07 23:33:50,Delayed
13890,10795,2024-10-31 00:12:09,On Time
13891,9251,2024-11-21 15:12:54,Delayed
13892,10948,2023-07-02 11:34:16,Early
13893,13386,2024-01-23 08:22:34,On Time
13894,12392,2024-04-02 12:42:37,On Time
13895,7447,2024-11-30 07:42:21,On Time
13896,12124,2023-09-24 23:36:42,On Time
13897,6400,2024-01-23 18:00:34,On Time
13898,11296,2023-05-10 11:23:19,Delayed
13899,8688,2023-06-07 12:05:59,On Time
13900,12865,2023-10-15 15:12:56,Delayed
13901,11128,2023-11-09 20:25:27,On Time
13902,5553,2024-06-16 21:33:40,Delayed
13903,10544,2024-04-08 16:59:00,On Time
13904,13922,2023-08-19 00:46:26,Early
13905,7561,2023-03-12 16:34:35,On Time
13906,10109,2024-10-31 00:33:25,On Time
13907,9267,2023-10-28 22:01:13,On Time
13908,9946,2023-05-14 11:30:58,Early
13909,13986,2023-07-17 18:36:29,On Time
13910,10685,2024-05-09 05:58:41,Delayed
13911,13317,2023-08-08 14:45:42,On Time
13912,13367,2023-11-04 20:59:05,Delayed
13913,7552,2023-11-09 18:48:02,Early
13914,8849,2024-05-24 06:30:52,On Time
13915,8457,2023-04-15 14:18:27,On Time
13916,7759,2023-01-26 08:44:29,On Time
13917,8756,2024-04-14 10:50:31,On Time
13918,8643,2023-08-04 16:11:25,On Time
13919,13120,2024-09-29 07:58:54,On Time
13920,6661,2024-06-14 18:10:23,On Time
13921,13230,2024-03-07 17:10:48,On Time
13922,10587,2023-09-14 11:49:17,On Time
13923,8577,2023-11-20 04:57:53,On Time
13924,11459,2023-05-30 20:27:59,On Time
13925,14501,2024-04-26 00:22:42,Delayed
13926,11126,2023-10-04 12:37:35,On Time
13927,7924,2023-09-13 12:06:28,On Time
13928,7709,2024-03-24 10:11:38,On Time
13929,9172,2023-12-30 07:46:51,On Time
13930,13423,2024-04-18 18:00:37,On Time
13931,7751,2024-02-11 02:44:08,On Time
13932,12477,2024-12-07 21:01:21,On Time
13933,12932,2024-06-26 20:53:35,On Time
13934,7805,2024-04-29 19:00:04,On Time
13935,10445,2023-08-12 16:08:54,On Time
13936,5842,2023-09-23 12:57:14,Delayed
13937,10576,2024-08-08 04:35:55,On Time
13938,12511,2023-05-04 02:53:19,On Time
13939,11406,2024-02-25 16:55:06,On Time
13940,8535,2023-06-16 14:22:14,Delayed
13941,12858,2024-05-24 10:57:23,On Time
13942,5608,2023-10-04 05:20:18,On Time
13943,12395,2024-10-14 03:54:04,On Time
13944,9619,2023-06-15 10:24:07,Early
13945,8961,2024-05-08 04:39:56,On Time
13946,9258,2023-03-29 03:25:05,On Time
13947,10613,2023-01-15 21:25:24,On Time
13948,5202,2023-01-16 23:28:11,On Time
13949,11560,2023-06-30 12:05:29,On Time
13950,10132,2024-05-08 15:34:06,On Time
13951,6365,2023-02-25 12:37:56,Delayed
13952,5752,2023-12-06 02:49:52,On Time
13953,12546,2023-12-11 12:15:27,Early
13954,10345,2025-01-09 16:20:06,On Time
13955,6206,2023-03-14 13:07:15,On Time
13956,14513,2023-07-05 00:57:02,On Time
13957,8888,2023-03-31 16:46:55,On Time
13958,6331,2023-05-14 06:35:42,Early
13959,13623,2024-01-28 06:23:21,On Time
13960,12520,2024-06-14 11:10:03,Delayed
13961,9684,2024-08-07 20:39:45,On Time
13962,7275,2023-10-25 16:02:15,On Time
13963,12524,2023-05-09 18:29:51,On Time
13964,8366,2023-11-19 10:34:59,Delayed
13965,6264,2023-03-01 07:05:20,On Time
13966,9237,2024-01-23 19:07:19,Early
13967,9300,2024-08-26 19:59:58,Delayed
13968,8734,2024-08-09 18:41:16,On Time
13969,6666,2024-10-19 23:27:18,Early
13970,5861,2023-12-29 14:42:10,On Time
13971,5845,2023-04-20 20:24:02,Early
13972,5137,2024-12-22 11:53:10,Delayed
13973,10748,2024-04-17 06:46:09,On Time
13974,11495,2023-03-03 20:34:28,On Time
13975,10787,2024-11-30 17:47:50,Delayed
13976,14346,2024-12-23 03:16:05,On Time
13977,14171,2023-07-15 01:34:17,On Time
13978,13761,2023-09-26 17:36:22,On Time
13979,11201,2023-07-12 09:50:23,On Time
13980,13326,2024-05-08 23:39:42,Early
13981,7062,2023-10-30 23:01:21,On Time
13982,9379,2023-03-27 10:06:30,Early
13983,8731,2024-02-14 07:05:37,On Time
13984,13319,2024-03-22 17:31:18,On Time
13985,11123,2023-05-17 18:34:21,On Time
13986,6796,2023-03-23 23:45:18,Early
13987,9314,2023-02-15 08:38:39,On Time
13988,13188,2023-04-04 01:08:07,On Time
13989,9841,2024-01-30 16:01:29,Delayed
13990,8727,2023-06-20 22:12:23,Delayed
13991,5260,2023-05-21 08:36:31,Delayed
13992,6242,2024-08-29 18:09:24,Early
13993,6844,2023-02-26 07:54:14,Early
13994,10778,2023-10-29 17:55:22,Delayed
13995,14705,2023-05-08 17:26:47,On Time
13996,7281,2023-03-09 17:53:39,On Time
13997,14148,2023-02-22 00:51:29,On Time
13998,12797,2023-06-22 22:09:26,Delayed
13999,9568,2024-04-18 06:53:00,On Time
14000,14301,2024-05-22 11:29:52,Delayed
14001,14735,2023-10-04 16:21:05,On Time
14002,13573,2023-06-12 15:24:25,Early
14003,6256,2023-07-25 05:49:26,On Time
14004,11463,2024-09-18 09:14:19,Delayed
14005,6659,2023-02-20 03:29:47,On Time
14006,7649,2024-09-06 10:18:33,Early
14007,8372,2023-11-26 19:50:04,On Time
14008,8430,2024-04-16 23:02:24,On Time
14009,14773,2023-03-17 14:11:18,On Time
14010,9861,2023-11-22 01:41:03,On Time
14011,12621,2024-08-03 23:04:15,On Time
14012,7933,2024-02-04 09:50:12,Early
14013,10087,2024-12-17 15:19:43,On Time
14014,14779,2024-06-29 16:28:31,On Time
14015,11650,2023-12-18 23:33:33,On Time
14016,13120,2024-04-21 07:05:14,On Time
14017,9984,2023-01-11 18:21:38,Early
14018,7522,2024-02-11 16:57:14,On Time
14019,7703,2024-09-24 04:59:45,Delayed
14020,5019,2023-06-13 03:14:38,Delayed
14021,7570,2024-08-11 01:55:20,Delayed
14022,5784,2024-01-28 13:27:04,On Time
14023,14899,2023-06-16 22:54:54,Delayed
14024,5415,2024-12-21 11:31:25,On Time
14025,13556,2023-11-07 10:51:53,On Time
14026,6104,2024-09-29 00:44:31,On Time
14027,9892,2023-05-28 04:36:39,On Time
14028,10310,2024-05-25 02:41:53,Early
14029,6172,2023-09-01 11:34:56,On Time
14030,14891,2024-05-26 02:35:35,Delayed
14031,13635,2024-02-22 01:37:37,On Time
14032,11409,2024-05-21 14:16:51,Early
14033,9746,2024-09-12 06:31:27,On Time
14034,9562,2024-03-03 10:19:07,Early
14035,13173,2023-03-16 13:07:15,Delayed
14036,11637,2023-04-24 00:13:21,On Time
14037,7590,2023-05-24 06:45:23,On Time
14038,14696,2024-02-10 00:40:22,Delayed
14039,10723,2024-10-03 00:50:13,On Time
14040,5723,2024-03-26 19:06:33,On Time
14041,5842,2023-07-15 01:03:17,Delayed
14042,7348,2024-08-01 16:17:07,On Time
14043,5646,2023-08-20 10:25:53,On Time
14044,13216,2023-04-17 06:07:00,On Time
14045,8273,2024-02-07 06:08:10,On Time
14046,5007,2023-01-13 02:34:20,On Time
14047,8702,2023-11-28 07:37:06,Delayed
14048,14464,2024-05-26 10:58:26,Delayed
14049,10631,2024-02-03 12:47:47,On Time
14050,7557,2023-11-06 07:54:50,On Time
14051,7955,2024-09-14 22:44:26,On Time
14052,12388,2024-06-06 15:49:08,Early
14053,11789,2024-08-06 03:48:42,On Time
14054,14792,2023-11-08 16:17:05,Early
14055,14859,2023-01-08 19:00:05,On Time
14056,14254,2024-10-03 09:59:10,On Time
14057,9662,2024-12-16 04:32:53,On Time
14058,8802,2023-03-17 10:19:51,On Time
14059,10634,2024-09-28 18:41:37,On Time
14060,12414,2024-08-31 16:27:19,Delayed
14061,6164,2023-04-13 16:51:10,Early
14062,6282,2024-07-28 19:58:47,Early
14063,13188,2024-11-20 14:57:23,On Time
14064,14401,2023-01-17 13:47:02,On Time
14065,5303,2023-08-22 04:00:14,On Time
14066,13948,2023-12-17 22:48:15,On Time
14067,9260,2023-01-22 23:16:28,On Time
14068,10764,2023-11-08 01:10:14,On Time
14069,14419,2023-05-18 03:43:26,Delayed
14070,13181,2024-10-19 13:42:08,On Time
14071,12576,2024-07-03 07:57:33,Delayed
14072,14426,2023-05-30 04:30:52,Early
14073,10979,2024-07-17 04:40:45,On Time
14074,14090,2023-01-11 01:50:56,Delayed
14075,11091,2024-09-15 06:23:51,On Time
14076,13155,2024-06-19 10:45:46,On Time
14077,13184,2023-03-27 21:03:28,On Time
14078,10681,2023-12-16 15:15:46,On Time
14079,11512,2024-04-14 19:04:21,On Time
14080,8363,2023-03-23 20:53:11,On Time
14081,14647,2023-08-23 11:03:42,Delayed
14082,7013,2024-05-19 10:26:12,Delayed
14083,6101,2023-03-04 17:24:52,On Time
14084,14008,2023-03-19 00:49:07,On Time
14085,10105,2023-12-02 20:49:49,On Time
14086,10616,2023-12-31 18:05:07,On Time
14087,14513,2024-11-07 16:15:59,On Time
14088,9503,2024-06-09 17:05:42,On Time
14089,12624,2023-05-17 20:46:13,On Time
14090,9588,2024-09-13 13:16:07,On Time
14091,14225,2024-08-29 20:48:46,On Time
14092,11038,2023-10-09 00:20:26,On Time
14093,6156,2023-01-10 13:38:53,On Time
14094,14293,2024-07-11 10:52:53,Delayed
14095,5997,2023-11-22 00:43:06,Delayed
14096,14628,2023-01-05 07:13:13,On Time
14097,10210,2024-07-28 08:13:26,On Time
14098,7546,2024-10-04 11:26:01,On Time
14099,8701,2023-04-05 17:10:05,On Time
14100,11766,2024-04-11 09:20:25,Delayed
14101,9985,2023-12-04 21:22:44,On Time
14102,5354,2023-09-05 19:15:01,Delayed
14103,7319,2023-09-25 04:04:48,On Time
14104,13931,2024-09-04 15:13:54,Delayed
14105,7520,2024-09-12 17:30:35,On Time
14106,10428,2024-08-03 10:58:15,On Time
14107,9604,2024-04-28 18:12:15,On Time
14108,13247,2023-02-06 02:21:38,Delayed
14109,7085,2024-10-02 06:42:05,On Time
14110,5900,2023-03-27 21:01:36,On Time
14111,13716,2024-01-24 16:32:50,Delayed
14112,5463,2023-11-06 06:52:11,On Time
14113,6502,2023-09-15 21:51:43,On Time
14114,5716,2023-09-06 14:37:23,Early
14115,10331,2024-01-09 13:28:07,On Time
14116,12175,2023-11-02 01:55:36,On Time
14117,8612,2023-03-25 18:00:03,On Time
14118,14181,2023-11-06 09:13:48,On Time
14119,5212,2023-05-21 16:37:15,On Time
14120,12357,2024-09-02 04:03:18,On Time
14121,5754,2024-08-20 17:24:16,On Time
14122,8751,2024-12-25 05:40:24,On Time
14123,8223,2023-12-06 18:46:18,Delayed
14124,5436,2023-09-28 15:59:23,Delayed
14125,14428,2025-01-04 17:25:55,Delayed
14126,13971,2023-02-19 23:17:01,On Time
14127,9930,2023-08-21 10:47:57,Delayed
14128,6961,2024-09-25 19:06:48,On Time
14129,9273,2023-01-21 11:40:13,On Time
14130,14999,2023-07-13 03:22:10,On Time
14131,10814,2023-07-01 18:27:58,Delayed
14132,6725,2024-09-29 13:04:26,On Time
14133,13378,2023-11-26 08:47:24,On Time
14134,6495,2023-09-08 06:02:38,Delayed
14135,6980,2024-01-27 18:52:52,Delayed
14136,10429,2024-03-02 10:28:16,On Time
14137,9054,2024-01-27 08:59:22,On Time
14138,13438,2023-06-07 10:35:30,On Time
14139,12161,2023-05-01 02:32:36,On Time
14140,13576,2023-03-08 12:57:34,Delayed
14141,12210,2024-01-12 09:27:17,Early
14142,5285,2023-05-28 06:36:12,On Time
14143,10084,2024-01-10 07:43:51,On Time
14144,8995,2024-09-05 02:36:00,On Time
14145,13492,2023-01-16 10:44:14,On Time
14146,5901,2024-10-19 23:52:18,On Time
14147,6460,2024-10-31 10:14:08,On Time
14148,7922,2024-02-06 15:24:20,On Time
14149,7534,2023-03-25 04:36:39,On Time
14150,11580,2024-11-15 23:00:03,Delayed
14151,5806,2023-12-31 18:35:40,On Time
14152,12596,2024-08-01 01:41:46,On Time
14153,7229,2023-11-18 01:38:16,On Time
14154,6922,2024-01-22 01:25:09,On Time
14155,9973,2024-02-09 01:34:29,Delayed
14156,7388,2023-02-11 01:14:34,On Time
14157,6997,2024-03-16 13:57:08,Early
14158,9826,2023-02-17 05:20:12,On Time
14159,10283,2024-03-13 05:57:45,On Time
14160,7504,2024-05-04 20:10:28,On Time
14161,5105,2024-11-15 09:00:58,Delayed
14162,11863,2023-10-11 03:11:50,Delayed
14163,13631,2024-03-21 06:33:59,On Time
14164,6522,2024-01-10 01:27:18,On Time
14165,6352,2023-09-13 09:03:28,On Time
14166,7699,2023-05-23 23:50:08,Delayed
14167,8613,2023-01-21 11:58:49,On Time
14168,5509,2024-06-19 05:10:29,On Time
14169,10311,2024-12-07 22:56:34,Delayed
14170,11191,2023-04-08 09:17:03,On Time
14171,6275,2023-04-07 05:11:40,Early
14172,7823,2024-06-07 19:22:19,Early
14173,5064,2024-06-28 11:50:16,Delayed
14174,8922,2023-07-20 11:32:38,Delayed
14175,5860,2023-11-24 08:16:59,On Time
14176,6548,2024-05-24 19:28:29,On Time
14177,7077,2023-11-08 13:33:06,On Time
14178,5437,2024-06-24 11:28:39,Delayed
14179,11086,2023-03-25 14:50:20,On Time
14180,8658,2023-12-04 21:12:13,On Time
14181,5763,2024-02-20 03:57:34,Delayed
14182,5736,2023-08-27 23:22:24,Delayed
14183,12215,2023-05-23 13:36:14,On Time
14184,12585,2023-01-12 02:14:12,On Time
14185,9095,2023-11-06 16:21:52,On Time
14186,11595,2024-04-16 22:57:47,On Time
14187,9729,2024-02-09 12:38:00,On Time
14188,14771,2024-11-28 22:02:30,On Time
14189,8730,2024-07-29 08:11:48,On Time
14190,12242,2023-08-02 16:54:45,On Time
14191,6077,2024-10-31 08:54:50,On Time
14192,6831,2023-07-17 13:34:38,Delayed
14193,5674,2023-12-09 14:21:22,On Time
14194,5549,2024-01-19 03:18:42,On Time
14195,14129,2023-09-07 18:10:07,On Time
14196,5896,2023-04-15 22:03:18,Delayed
14197,7570,2023-12-10 12:48:06,Early
14198,5914,2023-03-13 15:58:30,On Time
14199,6177,2023-08-07 00:05:53,Early
14200,12274,2023-01-06 06:25:30,On Time
14201,11697,2023-02-15 23:37:15,On Time
14202,9866,2024-05-01 08:18:12,On Time
14203,9307,2024-01-26 10:53:55,On Time
14204,8274,2023-03-18 02:28:14,On Time
14205,11577,2023-01-24 06:33:42,On Time
14206,6523,2024-04-29 18:21:35,On Time
14207,11426,2024-02-24 16:06:26,On Time
14208,12478,2023-06-04 06:23:16,On Time
14209,7803,2024-02-09 13:50:25,On Time
14210,8123,2024-06-13 08:10:24,On Time
14211,7457,2024-08-06 20:46:00,Delayed
14212,6650,2025-01-12 22:29:16,Delayed
14213,7321,2023-10-16 08:38:43,On Time
14214,6144,2023-12-04 17:38:47,On Time
14215,13238,2023-07-28 09:38:04,On Time
14216,8315,2023-11-30 04:35:23,Early
14217,9407,2023-04-23 07:46:46,On Time
14218,7610,2023-01-15 01:16:29,On Time
14219,12592,2024-08-28 03:57:15,On Time
14220,8120,2023-08-22 17:51:43,On Time
14221,6401,2023-02-03 16:10:08,Early
14222,14784,2023-07-10 02:28:25,On Time
14223,13200,2023-06-26 01:26:34,Early
14224,14176,2024-06-28 01:53:10,Delayed
14225,8598,2024-07-18 11:24:01,Delayed
14226,14943,2023-10-09 05:53:22,Delayed
14227,10490,2023-07-21 03:37:49,On Time
14228,8512,2024-05-24 22:08:16,On Time
14229,8829,2024-11-30 00:18:30,On Time
14230,5566,2023-09-07 22:54:10,On Time
14231,12652,2024-07-05 04:27:33,On Time
14232,14093,2024-10-08 07:40:46,On Time
14233,7772,2024-11-13 23:52:27,On Time
14234,11778,2023-08-10 12:49:48,On Time
14235,5114,2023-01-20 19:22:30,On Time
14236,5532,2024-05-10 15:23:42,Delayed
14237,14715,2024-01-21 14:54:58,Delayed
14238,8411,2024-01-22 14:20:17,Delayed
14239,14237,2023-10-03 02:54:16,On Time
14240,10840,2023-11-21 06:22:32,On Time
14241,13225,2023-07-24 16:36:46,On Time
14242,13325,2024-09-12 17:40:54,On Time
14243,6727,2023-06-23 04:02:21,On Time
14244,10071,2023-04-27 18:54:28,Delayed
14245,13218,2024-05-28 05:33:39,Delayed
14246,7649,2023-11-03 06:22:38,On Time
14247,14454,2024-03-26 10:53:07,Early
14248,7066,2023-06-29 19:54:07,Delayed
14249,5934,2023-07-13 16:05:52,Delayed
14250,6051,2024-06-13 14:01:23,On Time
14251,14009,2023-05-11 04:29:58,Early
14252,11031,2024-03-03 07:28:04,On Time
14253,12117,2023-05-15 20:40:24,On Time
14254,10044,2024-02-25 09:16:51,On Time
14255,13930,2023-10-10 19:52:42,On Time
14256,11468,2024-09-12 13:01:06,Early
14257,8603,2024-06-06 12:28:21,Delayed
14258,11879,2023-01-11 12:34:27,On Time
14259,5793,2023-03-14 15:00:42,On Time
14260,10964,2024-10-06 14:30:52,On Time
14261,14548,2023-02-01 14:43:48,On Time
14262,6386,2024-09-27 12:20:13,On Time
14263,6061,2023-12-03 11:26:43,On Time
14264,14564,2023-06-26 11:25:34,On Time
14265,12924,2024-08-01 16:42:28,Delayed
14266,9139,2024-03-06 07:53:31,On Time
14267,6150,2023-05-08 13:12:56,Delayed
14268,12694,2024-09-03 02:40:19,On Time
14269,12493,2024-10-12 12:15:01,On Time
14270,11328,2024-10-29 19:32:51,Delayed
14271,8354,2024-09-27 07:54:24,On Time
14272,10970,2023-11-12 11:01:34,Delayed
14273,9629,2023-04-26 05:30:57,Delayed
14274,8449,2023-11-12 09:21:41,On Time
14275,10328,2023-06-04 07:59:51,On Time
14276,14693,2024-11-02 18:03:04,Delayed
14277,10050,2023-06-28 22:46:43,On Time
14278,5069,2023-10-16 05:52:21,On Time
14279,8509,2023-06-17 13:36:50,Delayed
14280,5301,2024-01-06 21:27:39,On Time
14281,11798,2024-01-20 23:31:52,On Time
14282,7601,2023-09-06 10:41:43,On Time
14283,7154,2023-03-08 20:58:39,On Time
14284,9906,2023-08-09 13:20:59,On Time
14285,9019,2024-10-05 04:32:46,On Time
14286,8083,2023-07-10 10:30:56,On Time
14287,12075,2023-10-12 05:27:56,On Time
14288,6240,2024-03-14 12:17:05,Early
14289,5460,2024-02-20 03:06:01,On Time
14290,12983,2023-08-06 13:59:27,Delayed
14291,7627,2024-03-11 14:58:05,On Time
14292,8764,2024-06-06 01:25:12,Delayed
14293,12021,2023-02-19 11:54:07,On Time
14294,7802,2023-03-09 07:09:45,On Time
14295,5464,2024-08-25 09:21:06,Early
14296,5998,2024-08-19 23:19:57,On Time
14297,10642,2024-09-19 09:59:46,Delayed
14298,11385,2024-08-16 21:22:17,On Time
14299,6679,2023-10-16 22:55:20,Delayed
14300,5865,2024-10-11 20:38:05,On Time
14301,14383,2023-02-25 07:24:02,On Time
14302,12737,2023-02-12 08:12:46,On Time
14303,7698,2024-12-20 00:43:37,On Time
14304,14057,2023-12-03 05:00:43,On Time
14305,7927,2024-10-27 05:02:34,On Time
14306,12543,2023-05-19 20:13:08,Delayed
14307,9430,2024-01-18 23:49:25,On Time
14308,12411,2023-03-11 22:39:46,Early
14309,12219,2023-08-25 17:27:41,Delayed
14310,12026,2025-01-13 20:14:49,On Time
14311,7398,2023-10-01 07:19:35,On Time
14312,7222,2023-09-13 18:52:49,On Time
14313,10815,2024-07-06 11:39:33,On Time
14314,11505,2024-06-01 19:22:57,Delayed
14315,12523,2023-08-13 14:34:32,On Time
14316,10786,2023-11-14 08:41:57,On Time
14317,14975,2024-12-28 19:12:56,On Time
14318,11220,2024-09-28 20:41:07,On Time
14319,8999,2023-05-31 04:00:27,On Time
14320,7804,2023-10-09 08:41:06,On Time
14321,9548,2023-04-26 14:57:05,Early
14322,14971,2024-02-02 23:01:11,On Time
14323,11511,2023-07-27 11:37:07,On Time
14324,14018,2023-12-14 16:31:13,Early
14325,8662,2023-04-13 00:09:14,On Time
14326,5052,2023-05-25 14:27:20,On Time
14327,11059,2023-02-12 19:24:11,On Time
14328,8516,2023-06-25 10:56:07,On Time
14329,8331,2024-03-30 12:54:12,On Time
14330,12492,2024-09-16 02:12:23,On Time
14331,6675,2024-09-18 16:38:36,On Time
14332,11029,2024-03-07 23:08:54,On Time
