quality_id,vendor_id,quality_score,inspection_date
12480,1105,82.02,2024-11-26 22:57:15
12481,1218,70.46,2023-05-21 20:18:47
12482,1478,68.09,2024-02-25 14:54:56
12483,1275,68.07,2024-02-20 07:07:40
12484,1424,89.22,2023-04-27 20:30:19
12485,1021,96.23,2023-08-17 13:29:24
12486,1314,97.15,2024-12-20 18:55:15
12487,1410,97.29,2024-09-03 21:11:51
12488,1458,88.15,2023-12-07 09:15:06
12489,1292,96.94,2024-06-10 04:15:05
12490,1300,69.55,2023-09-01 20:15:22
12491,1320,85.75,2023-10-28 10:12:49
12492,1027,91.22,2023-02-10 23:42:33
12493,1136,97.54,2023-01-01 15:45:26
12494,1346,76.33,2024-09-21 09:28:17
12495,1385,85.17,2023-09-19 08:08:55
12496,1127,78.92,2023-05-05 19:46:06
12497,1279,83.57,2024-09-19 11:59:59
12498,1073,82.37,2024-03-21 08:20:42
12499,1031,94.31,2024-11-16 14:27:06
12500,1391,93.43,2024-06-02 16:39:00
12501,1009,78.62,2023-05-06 04:53:31
12502,1199,74.69,2023-06-18 07:16:49
12503,1476,94.36,2023-01-28 20:17:36
12504,1381,97.94,2023-04-10 14:22:48
12505,1482,65.64,2023-09-25 12:51:45
12506,1437,82.28,2023-09-19 04:39:07
12507,1372,91.62,2024-02-15 05:07:22
12508,1144,99.02,2023-05-12 00:42:36
12509,1202,83.3,2024-11-13 03:49:52
12510,1408,89.81,2024-01-22 05:54:35
12511,1330,97.2,2024-08-01 07:27:06
12512,1174,77.95,2024-07-14 20:07:02
12513,1413,95.53,2023-05-22 00:54:54
12514,1217,74.18,2024-11-18 19:30:37
12515,1233,90.03,2023-10-24 02:14:45
12516,1286,97.98,2024-11-03 09:59:35
12517,1435,87.37,2023-07-12 18:20:30
12518,1211,77.98,2023-03-28 01:58:17
12519,1159,67.69,2024-06-19 08:42:42
12520,1030,71.92,2024-02-20 10:57:22
12521,1290,90.16,2024-08-30 20:32:21
12522,1220,99.14,2024-08-06 23:38:13
12523,1500,94.32,2023-06-04 06:31:30
12524,1275,92.31,2023-01-12 07:51:49
12525,1459,65.65,2024-12-24 02:58:56
12526,1412,90.31,2023-04-26 13:14:08
12527,1006,93.55,2024-12-19 13:28:46
12528,1145,76.21,2023-04-16 09:54:12
12529,1101,99.49,2023-06-09 17:03:47
12530,1091,66.24,2024-10-19 22:09:14
12531,1363,78.49,2024-03-28 11:54:05
12532,1164,72.34,2024-04-19 12:38:20
12533,1001,98.55,2023-06-23 08:26:42
12534,1144,88.19,2023-04-27 11:02:07
12535,1452,79.38,2023-02-20 02:12:10
12536,1047,98.55,2023-08-03 00:25:36
12537,1023,67.12,2023-04-10 22:06:20
12538,1224,72.57,2023-01-28 17:00:05
12539,1195,79.58,2024-01-28 11:54:33
12540,1446,69.29,2023-04-29 23:16:45
12541,1492,99.39,2024-03-18 08:37:08
12542,1085,84.78,2024-01-06 22:18:17
12543,1344,70.59,2023-12-06 22:09:35
12544,1399,73.57,2024-12-18 18:31:01
12545,1459,78.67,2023-03-21 10:03:22
12546,1067,90.06,2024-06-12 10:33:25
12547,1467,75.49,2023-09-06 21:01:21
12548,1299,75.28,2024-04-25 23:17:30
12549,1392,86.59,2023-06-12 08:23:09
12550,1371,66.58,2023-09-24 01:40:23
12551,1098,89.56,2024-05-13 10:43:26
12552,1482,83.89,2023-04-07 17:23:25
12553,1172,79.97,2023-08-20 23:26:29
12554,1232,78.56,2023-04-19 13:36:45
12555,1486,72.63,2023-08-24 03:42:53
12556,1026,73.29,2024-03-01 23:42:41
12557,1195,82.24,2023-09-01 09:18:40
12558,1160,71.84,2024-01-14 03:35:56
12559,1320,84.59,2024-04-29 11:30:16
12560,1043,87.41,2023-12-13 16:38:43
12561,1112,80.8,2024-08-25 15:30:52
12562,1235,68.69,2024-12-15 14:23:56
12563,1458,97.35,2023-08-09 13:23:53
12564,1458,93.75,2023-02-15 20:06:23
12565,1318,97.9,2023-09-15 20:24:46
12566,1241,77.7,2023-05-10 13:59:38
12567,1395,66.11,2024-09-18 12:37:11
12568,1118,80.05,2024-05-20 06:29:53
12569,1462,81.04,2023-01-17 12:48:30
12570,1479,89.38,2023-08-27 04:43:08
12571,1137,90.35,2024-12-02 10:16:56
12572,1048,79.65,2024-07-22 22:02:31
12573,1390,98.71,2024-07-07 21:59:38
12574,1241,68.87,2023-01-09 00:59:45
12575,1054,96.13,2024-03-17 22:31:04
12576,1318,91.56,2023-09-03 03:06:47
12577,1127,83.39,2024-11-24 21:07:13
12578,1121,91.31,2023-12-22 07:48:53
12579,1438,91.02,2024-01-23 09:11:29
12580,1483,70.75,2023-07-01 03:21:43
12581,1354,83.37,2023-03-22 09:09:50
12582,1235,81.25,2023-06-01 03:57:20
12583,1056,82.05,2023-10-03 20:51:35
12584,1338,70.81,2023-01-05 11:33:09
12585,1087,78.28,2023-10-20 19:59:20
12586,1414,82.9,2024-08-29 22:23:33
12587,1131,88.61,2023-06-07 14:04:48
12588,1384,79.6,2023-09-04 17:18:17
12589,1255,87.32,2024-04-13 06:47:09
12590,1061,86.31,2023-06-05 08:02:28
12591,1399,93.05,2023-06-11 14:36:06
12592,1229,79.31,2024-10-30 13:28:03
12593,1491,95.11,2023-12-01 09:41:07
12594,1259,65.91,2023-12-01 18:43:07
12595,1399,96.08,2023-06-12 15:01:03
12596,1451,97.82,2023-08-03 19:47:14
12597,1157,79.23,2024-03-17 08:40:23
12598,1287,97.75,2024-06-06 18:39:24
12599,1199,94.82,2023-07-05 13:16:10
12600,1327,66.97,2023-05-07 10:19:07
12601,1055,87.47,2023-09-11 22:11:25
12602,1459,96.66,2023-03-05 03:03:07
12603,1496,72.11,2023-07-13 14:36:53
12604,1092,96.76,2023-09-07 20:56:45
12605,1380,72.14,2023-06-10 08:19:30
12606,1228,86.78,2024-04-12 02:20:48
12607,1427,78.13,2023-05-15 00:51:03
12608,1110,83.91,2023-08-04 12:08:29
12609,1360,74.71,2023-10-27 19:18:52
12610,1281,79.06,2023-08-05 10:34:15
12611,1465,82.37,2023-01-24 06:43:02
12612,1439,82.32,2024-12-09 03:03:34
12613,1376,99.3,2024-07-31 12:52:59
12614,1050,94.49,2023-01-20 21:22:02
12615,1038,70.08,2024-01-28 21:34:29
12616,1316,98.14,2023-03-28 22:23:56
12617,1085,84.6,2024-10-23 04:27:49
12618,1180,86.04,2024-01-06 04:52:28
12619,1340,74.52,2024-06-18 17:43:40
12620,1458,75.45,2023-11-28 21:46:47
12621,1198,69.76,2023-11-26 06:14:54
12622,1076,93.62,2024-04-30 13:05:20
12623,1465,81.68,2023-09-19 07:19:11
12624,1173,68.37,2024-11-14 09:34:13
12625,1225,80.33,2023-11-26 19:41:05
12626,1100,76.75,2023-02-27 17:08:20
12627,1112,88.81,2023-01-14 00:26:56
12628,1019,71.44,2024-12-08 20:49:09
12629,1256,97.27,2024-11-06 13:13:28
12630,1133,91.95,2023-10-22 20:06:12
12631,1237,78.51,2023-01-08 00:24:36
12632,1426,71.49,2024-04-03 22:05:18
12633,1122,91.48,2023-02-23 00:16:42
12634,1093,69.09,2024-11-19 23:30:53
12635,1357,68.01,2024-12-31 21:43:30
12636,1496,88.46,2024-08-14 04:26:57
12637,1030,71.91,2023-12-10 11:19:18
12638,1321,87.19,2023-07-04 10:29:02
12639,1076,77.26,2024-12-22 23:47:30
12640,1463,68.31,2023-06-12 06:22:53
12641,1261,86.54,2024-08-08 16:45:01
12642,1294,87.3,2023-01-24 00:02:04
12643,1139,83.64,2024-08-16 14:12:34
12644,1340,77.04,2023-06-08 13:28:49
12645,1285,96.53,2023-12-31 09:05:00
12646,1270,88.47,2023-04-18 01:49:55
12647,1218,84.13,2024-08-22 03:27:35
12648,1482,81.6,2023-09-07 10:35:31
12649,1074,94.08,2024-09-27 10:01:07
12650,1347,98.16,2024-10-04 23:10:49
12651,1249,84.22,2024-01-17 13:40:12
12652,1108,66.71,2024-11-25 11:44:43
12653,1233,81.95,2024-07-19 03:29:41
12654,1233,87.27,2024-11-18 01:50:58
12655,1473,93.2,2023-10-22 15:42:30
12656,1266,75.71,2024-11-18 22:26:21
12657,1039,88.34,2023-07-25 02:11:26
12658,1060,66.6,2023-11-28 23:34:51
12659,1096,77.12,2024-12-01 01:52:11
12660,1226,75.31,2023-02-05 23:33:10
12661,1407,67.95,2023-06-13 21:05:39
12662,1097,89.22,2023-06-28 15:21:09
12663,1480,77.71,2023-09-28 02:52:44
12664,1406,72.52,2024-10-29 08:05:22
12665,1470,70.08,2023-10-29 05:41:55
12666,1373,96.18,2024-07-16 21:21:08
12667,1343,69.79,2023-08-10 11:55:18
12668,1211,94.87,2024-03-28 19:52:45
12669,1407,82.93,2024-09-30 13:15:39
12670,1278,66.07,2023-04-16 07:49:17
12671,1446,98.06,2024-11-07 11:50:40
12672,1222,84.08,2023-05-25 16:12:55
12673,1275,75.96,2023-08-08 11:52:05
12674,1022,74.25,2023-12-04 20:09:48
12675,1127,75.94,2024-07-21 23:50:31
12676,1385,72.41,2024-11-14 19:49:11
12677,1162,73.47,2023-02-19 22:22:32
12678,1380,78.08,2024-03-12 06:22:43
12679,1026,82.96,2023-03-21 15:35:14
12680,1004,90.04,2024-08-06 07:35:40
12681,1176,75.46,2023-08-07 15:47:28
12682,1045,69.66,2023-11-25 18:07:57
12683,1268,65.71,2023-11-18 06:27:22
12684,1092,77.84,2024-03-28 08:50:04
12685,1293,92.29,2023-10-11 13:06:55
12686,1387,76.35,2023-08-31 15:34:16
12687,1156,72.49,2023-02-20 22:48:12
12688,1221,96.45,2023-08-31 09:59:05
12689,1468,87.85,2023-04-07 20:29:16
12690,1130,98.66,2024-09-17 19:44:11
12691,1440,84.35,2023-06-02 21:03:35
12692,1485,83.66,2023-10-15 02:13:21
12693,1449,98.53,2023-03-31 13:34:50
12694,1302,86.07,2024-09-10 22:14:30
12695,1111,82.76,2024-03-21 08:41:26
12696,1228,73.24,2023-12-26 21:48:34
12697,1428,78.21,2023-12-27 22:08:11
12698,1234,84.39,2023-02-02 14:16:47
12699,1402,84.47,2023-09-13 08:32:30
12700,1201,80.71,2023-06-05 06:04:03
12701,1037,88.79,2023-04-26 08:20:30
12702,1054,70.41,2024-08-05 23:47:25
12703,1281,94.93,2023-03-10 15:35:21
12704,1383,90.44,2023-04-11 23:08:56
12705,1105,93.43,2023-07-03 21:19:12
12706,1339,66.22,2024-07-26 01:12:29
12707,1190,91.98,2023-11-28 04:47:14
12708,1153,90.52,2023-06-14 06:31:50
12709,1180,65.7,2023-08-08 06:36:27
12710,1241,80.55,2023-11-02 11:14:53
12711,1191,75.51,2024-04-17 03:56:42
12712,1399,73.82,2024-05-03 15:34:57
12713,1302,70.42,2024-09-25 06:28:58
12714,1056,73.74,2024-11-04 05:13:54
12715,1114,91.29,2023-08-23 01:47:15
12716,1026,96.32,2024-02-13 02:56:27
12717,1110,77.11,2024-10-10 21:24:16
12718,1448,74.85,2023-12-27 19:27:59
12719,1404,75.11,2024-10-27 12:30:16
12720,1451,83.43,2024-02-25 08:10:54
12721,1153,66.57,2023-03-18 03:20:13
12722,1277,84.82,2024-11-09 13:32:24
12723,1162,96.75,2023-09-22 21:19:14
12724,1500,81.99,2024-11-15 08:16:42
12725,1102,78.75,2024-08-03 21:19:16
12726,1472,66.37,2024-04-06 15:17:53
12727,1361,83.9,2023-10-05 21:35:51
12728,1025,69.71,2023-07-31 18:44:52
12729,1193,80.92,2023-09-03 19:26:09
12730,1413,75.66,2024-06-10 19:32:05
12731,1288,74.0,2024-04-04 21:12:15
12732,1256,98.03,2024-03-30 02:41:47
12733,1367,92.18,2024-07-24 10:25:09
12734,1385,69.12,2023-10-05 22:11:22
12735,1163,75.91,2024-09-12 07:57:24
12736,1440,89.27,2024-11-07 00:26:29
12737,1272,93.41,2023-03-02 22:54:15
12738,1032,83.16,2024-01-31 02:10:02
12739,1239,96.06,2023-03-30 02:03:48
12740,1463,77.47,2024-10-21 17:20:48
12741,1389,67.63,2023-07-16 17:03:04
12742,1010,97.48,2024-02-18 16:09:01
12743,1470,79.27,2023-02-08 20:21:30
12744,1363,65.8,2024-08-07 16:33:43
12745,1328,89.81,2024-02-13 17:50:03
12746,1079,73.69,2023-10-14 18:16:51
12747,1276,68.14,2023-09-21 21:25:16
12748,1345,94.12,2023-08-21 16:47:27
12749,1396,73.37,2024-05-24 18:38:07
12750,1090,83.75,2024-01-26 11:52:07
12751,1452,86.12,2023-06-04 16:21:04
12752,1447,97.6,2023-04-04 18:39:55
12753,1410,78.68,2023-10-12 19:12:40
12754,1444,82.3,2024-11-09 02:02:49
12755,1330,75.41,2023-10-22 09:19:04
12756,1240,81.09,2024-04-26 04:02:28
12757,1061,65.24,2023-04-18 07:58:26
12758,1399,94.63,2024-07-25 06:55:28
12759,1005,67.28,2023-02-15 20:30:41
12760,1160,73.49,2023-08-05 04:09:33
12761,1096,89.81,2023-06-17 15:20:20
12762,1406,87.13,2023-08-23 21:22:57
12763,1278,90.94,2024-10-02 07:18:20
12764,1012,82.43,2024-01-19 15:10:29
12765,1320,97.04,2023-07-26 20:19:39
12766,1331,97.6,2024-06-27 03:45:47
12767,1344,91.15,2023-12-12 15:22:02
12768,1235,76.1,2023-06-26 10:25:22
12769,1109,66.42,2024-09-12 00:17:48
12770,1489,83.95,2024-05-18 13:00:38
12771,1208,65.31,2024-12-10 08:17:13
12772,1016,92.92,2023-06-29 16:00:24
12773,1449,85.29,2023-07-08 06:44:11
12774,1307,86.35,2024-12-24 19:16:16
12775,1215,67.08,2024-07-07 04:04:02
12776,1476,85.21,2023-04-11 06:23:43
12777,1032,71.2,2024-12-04 03:19:55
12778,1115,78.89,2024-08-04 13:07:05
12779,1126,76.01,2024-09-29 06:04:13
12780,1437,73.5,2023-09-28 19:42:59
12781,1228,80.42,2024-05-16 04:21:09
12782,1229,91.29,2023-08-27 15:15:46
12783,1387,73.05,2023-11-27 16:52:19
12784,1371,82.61,2024-07-28 23:08:26
12785,1397,77.3,2024-08-29 09:06:01
12786,1476,87.57,2023-05-06 20:19:16
12787,1348,84.56,2023-08-25 02:00:14
12788,1314,87.43,2023-08-02 08:35:15
12789,1045,98.89,2024-10-07 08:46:52
12790,1024,82.49,2023-03-20 01:55:11
12791,1435,68.55,2023-06-25 10:00:50
12792,1013,66.55,2023-11-28 23:45:31
12793,1408,66.74,2023-01-28 17:41:42
12794,1005,77.15,2023-05-20 20:47:51
12795,1081,90.0,2023-12-15 22:42:09
12796,1178,93.98,2024-10-21 13:32:11
12797,1460,85.49,2023-08-18 06:34:17
12798,1375,81.56,2024-07-04 22:58:18
12799,1177,94.21,2024-03-21 10:52:30
12800,1402,66.96,2023-09-29 00:54:53
12801,1289,76.16,2024-12-25 04:51:33
12802,1186,66.98,2024-02-28 07:15:08
12803,1415,97.12,2023-07-24 14:21:28
12804,1162,68.08,2023-06-06 10:47:44
12805,1350,98.1,2024-10-05 22:30:47
12806,1493,90.21,2023-07-20 08:01:41
12807,1352,82.06,2024-04-12 12:51:47
12808,1458,75.78,2023-07-22 02:03:01
12809,1031,83.53,2023-04-19 09:22:20
12810,1355,87.17,2024-01-31 06:48:57
12811,1079,81.6,2024-02-26 14:55:36
12812,1283,96.65,2023-06-11 23:04:04
12813,1187,69.81,2023-04-06 12:38:42
12814,1027,69.43,2024-11-16 13:36:24
12815,1375,91.89,2023-01-21 05:17:06
12816,1385,84.34,2023-11-29 10:16:20
12817,1076,79.01,2024-12-13 23:40:14
12818,1196,93.31,2023-04-11 23:26:08
12819,1407,97.4,2023-11-06 04:36:41
12820,1254,83.1,2023-01-28 12:02:46
12821,1354,84.62,2023-08-10 07:36:23
12822,1308,66.9,2023-04-14 03:42:35
12823,1441,82.2,2024-04-10 11:54:23
12824,1087,65.68,2024-12-30 08:07:08
12825,1435,79.0,2024-09-29 07:00:13
12826,1467,98.34,2024-09-24 11:23:43
12827,1123,91.31,2024-03-04 02:42:01
12828,1468,90.34,2024-11-10 08:36:27
12829,1191,92.08,2024-05-04 05:14:39
12830,1255,94.31,2023-07-14 11:16:00
12831,1212,66.47,2024-12-05 03:28:57
12832,1221,95.34,2023-02-07 04:27:05
12833,1333,91.72,2023-08-01 10:31:43
12834,1284,88.6,2023-03-17 23:10:39
12835,1280,79.0,2024-12-24 08:39:05
12836,1254,75.37,2023-04-29 20:33:36
12837,1278,71.62,2023-02-02 05:05:58
12838,1470,76.79,2024-06-07 11:35:44
12839,1168,95.3,2023-04-16 17:20:04
12840,1203,66.95,2023-02-23 11:19:30
12841,1392,90.05,2024-04-06 04:53:20
12842,1096,67.94,2024-03-28 00:50:15
12843,1216,69.03,2023-04-07 13:09:38
12844,1268,71.89,2024-07-20 21:35:21
12845,1433,88.25,2023-01-22 21:13:17
12846,1104,94.37,2023-07-11 14:58:59
12847,1149,69.89,2023-03-27 09:10:24
12848,1384,73.07,2024-02-06 01:50:08
12849,1323,86.9,2024-06-12 05:08:51
12850,1167,80.74,2024-05-15 03:29:41
12851,1109,86.85,2023-05-09 13:36:58
12852,1318,70.46,2024-12-11 16:05:47
12853,1338,80.86,2023-02-23 12:11:43
12854,1490,76.75,2024-03-19 02:55:09
12855,1058,80.07,2024-08-27 16:06:45
12856,1446,75.22,2023-01-20 19:57:23
12857,1198,69.94,2024-12-21 23:06:29
12858,1420,88.0,2024-12-25 13:09:30
12859,1173,88.08,2024-11-19 16:24:49
12860,1128,74.12,2023-11-09 12:09:30
12861,1335,84.91,2024-10-06 20:05:03
12862,1497,98.18,2024-06-20 03:14:11
12863,1493,83.53,2024-07-29 17:13:23
12864,1271,75.83,2023-04-22 02:27:53
12865,1318,75.65,2023-12-04 17:03:27
12866,1166,93.68,2024-11-17 22:12:30
12867,1499,81.85,2024-05-03 00:07:58
12868,1064,74.08,2023-05-21 10:52:13
12869,1108,86.77,2024-04-19 07:15:25
12870,1381,94.83,2023-12-07 17:46:53
12871,1116,90.1,2023-07-19 09:55:58
12872,1244,67.98,2023-09-17 15:46:28
12873,1344,76.79,2024-01-04 14:01:52
12874,1199,93.04,2024-01-26 02:39:46
12875,1393,79.43,2024-10-07 12:57:38
12876,1203,99.45,2023-08-24 14:49:55
12877,1464,76.8,2023-05-07 10:43:46
12878,1455,96.31,2024-11-26 10:21:17
12879,1409,80.85,2023-12-01 12:19:01
12880,1078,97.29,2023-06-26 18:11:48
12881,1449,79.54,2023-09-21 01:12:37
12882,1404,81.16,2023-08-30 23:49:15
12883,1028,83.66,2024-12-04 12:21:51
12884,1305,66.37,2024-02-08 16:31:04
12885,1230,67.9,2024-02-24 06:38:33
12886,1290,94.48,2024-03-07 02:11:44
12887,1201,74.15,2024-07-11 22:29:22
12888,1496,86.64,2024-06-12 08:12:10
12889,1020,73.97,2023-02-06 12:07:18
12890,1107,77.15,2024-03-06 04:38:55
12891,1244,85.85,2024-08-27 04:08:23
12892,1358,76.68,2024-04-19 08:44:20
12893,1223,90.04,2023-10-19 16:08:40
12894,1469,82.82,2023-12-04 02:18:33
12895,1022,91.11,2023-07-05 14:32:31
12896,1205,72.38,2024-03-24 01:31:03
12897,1428,87.25,2023-05-31 12:17:04
12898,1047,75.81,2024-12-08 18:28:32
12899,1025,77.18,2023-06-25 01:46:15
12900,1150,71.44,2024-04-26 13:02:07
12901,1102,69.43,2023-08-25 06:57:12
12902,1317,95.41,2023-12-08 22:28:40
12903,1180,97.65,2024-01-08 10:10:23
12904,1119,78.58,2023-07-28 05:59:11
12905,1148,91.34,2024-04-02 10:23:11
12906,1480,92.72,2023-01-22 22:09:30
12907,1208,69.89,2024-12-26 01:23:17
12908,1020,97.4,2023-03-22 07:16:54
12909,1105,92.88,2023-02-07 00:55:32
12910,1470,92.24,2023-05-17 10:31:21
12911,1106,96.89,2024-11-09 10:23:31
12912,1358,77.17,2023-01-21 01:41:01
12913,1173,95.59,2024-01-02 00:03:35
12914,1037,99.43,2024-08-28 05:09:06
12915,1143,72.98,2023-04-17 20:09:14
12916,1332,69.19,2024-02-17 13:18:30
12917,1137,68.75,2024-10-23 12:46:29
12918,1101,78.02,2024-05-18 23:47:53
12919,1172,92.9,2023-06-05 08:59:03
12920,1143,90.9,2024-01-21 02:44:05
12921,1044,71.81,2024-12-03 00:52:33
12922,1120,83.45,2024-03-16 02:51:48
12923,1118,77.47,2023-11-03 11:42:59
12924,1342,93.7,2023-11-03 01:00:18
12925,1396,92.74,2024-05-10 05:43:49
12926,1411,92.95,2024-06-05 17:56:20
12927,1403,83.12,2024-09-12 05:08:50
12928,1239,92.86,2023-02-23 05:28:13
12929,1153,90.3,2024-02-24 09:34:36
12930,1202,83.1,2023-10-04 11:41:57
12931,1483,91.66,2024-02-01 20:53:32
12932,1249,78.0,2024-05-20 04:36:19
12933,1448,91.9,2024-12-18 01:01:42
12934,1364,86.51,2023-07-23 11:43:28
12935,1396,94.73,2024-09-18 06:36:34
12936,1050,95.79,2023-10-15 18:50:12
12937,1253,78.41,2023-01-04 19:38:20
12938,1328,74.93,2023-05-30 19:26:25
12939,1139,74.66,2024-04-26 23:48:24
12940,1359,76.25,2023-05-11 03:26:33
12941,1339,66.75,2024-07-28 10:13:34
12942,1279,97.13,2023-07-25 08:56:16
12943,1088,69.28,2023-11-24 01:26:11
12944,1143,95.29,2023-11-24 19:24:03
12945,1063,81.82,2024-11-18 22:20:33
12946,1148,96.06,2024-02-05 12:51:05
12947,1345,97.17,2024-11-12 00:42:54
12948,1248,93.33,2023-05-28 11:03:12
12949,1462,79.04,2024-06-29 04:01:04
12950,1010,79.23,2024-02-12 01:47:53
12951,1112,98.34,2023-02-16 23:56:57
12952,1242,76.62,2024-09-24 22:16:36
12953,1445,79.19,2023-02-25 10:47:22
12954,1477,75.03,2024-05-29 21:10:01
12955,1431,82.72,2023-03-25 23:54:56
12956,1374,86.06,2023-04-18 10:48:44
12957,1049,87.88,2024-09-25 03:11:41
12958,1049,70.47,2024-05-09 04:25:39
12959,1332,76.96,2023-12-03 08:21:07
12960,1033,99.36,2024-11-12 09:12:51
12961,1087,67.47,2024-01-02 15:30:44
12962,1334,77.84,2023-01-20 19:02:38
12963,1279,72.31,2024-05-06 19:02:09
12964,1497,74.72,2024-06-14 23:52:02
12965,1181,81.12,2023-01-06 02:19:02
12966,1293,99.04,2023-09-09 18:15:58
12967,1278,93.03,2023-07-17 19:41:02
12968,1221,73.3,2024-01-16 07:51:42
12969,1484,69.74,2023-01-28 01:23:39
12970,1130,85.91,2023-06-27 18:28:57
12971,1404,95.23,2023-02-20 08:35:39
12972,1005,71.91,2024-08-21 03:24:59
12973,1475,71.73,2023-05-19 22:12:59
12974,1259,88.6,2024-08-13 05:32:08
12975,1338,75.25,2024-03-14 08:12:45
12976,1205,66.43,2024-06-13 16:45:19
12977,1470,75.44,2024-12-03 16:31:32
12978,1205,72.27,2023-09-08 11:39:48
12979,1268,76.3,2024-03-12 21:38:00
12980,1416,93.1,2023-08-02 02:57:34
12981,1442,88.23,2024-05-01 08:09:02
12982,1484,74.65,2024-02-22 20:34:47
12983,1455,79.1,2023-08-01 21:58:51
12984,1070,72.38,2023-10-28 15:44:12
12985,1040,84.1,2023-12-01 13:51:24
12986,1357,72.81,2023-02-12 15:13:43
12987,1134,96.99,2023-06-25 07:35:16
12988,1063,74.31,2023-08-17 05:46:03
12989,1409,89.56,2024-03-13 11:16:51
12990,1091,78.59,2023-04-21 23:54:52
12991,1197,95.83,2024-03-31 15:12:50
12992,1249,75.88,2023-05-06 07:32:09
12993,1339,65.55,2024-12-01 04:51:53
12994,1457,68.66,2023-01-08 21:50:27
12995,1306,67.34,2024-09-30 06:21:38
12996,1424,75.7,2023-04-25 15:10:45
12997,1001,88.2,2023-09-24 07:01:38
12998,1174,82.81,2023-01-01 11:14:58
12999,1329,73.59,2023-08-09 13:04:16
13000,1423,99.46,2024-06-22 09:53:44
13001,1138,67.27,2023-12-01 14:48:20
13002,1113,86.5,2023-01-05 10:43:59
13003,1235,92.66,2024-11-13 12:57:30
13004,1305,98.05,2024-03-31 04:28:25
13005,1014,77.23,2024-07-23 16:05:18
13006,1046,84.67,2024-03-18 07:29:17
13007,1040,73.68,2024-04-12 21:27:42
13008,1473,66.16,2024-07-04 19:57:36
13009,1114,82.86,2023-06-25 00:09:31
13010,1147,85.38,2023-04-23 23:13:34
13011,1242,74.5,2023-02-28 19:41:07
13012,1017,73.02,2023-04-11 01:16:50
13013,1210,74.69,2024-04-26 17:02:30
13014,1430,83.09,2024-05-21 20:23:01
13015,1232,88.48,2024-05-29 09:47:19
13016,1370,89.86,2024-01-19 10:53:17
13017,1457,74.56,2024-05-22 20:42:47
13018,1193,94.54,2024-08-18 00:32:23
13019,1070,81.74,2023-02-13 01:55:32
13020,1294,83.91,2023-07-07 09:09:19
13021,1358,72.88,2023-11-05 15:45:54
13022,1359,78.22,2024-07-05 04:22:51
13023,1381,66.78,2024-08-31 04:44:35
13024,1145,84.92,2024-11-18 17:20:22
13025,1073,90.84,2023-02-18 09:12:39
13026,1125,83.75,2023-09-13 01:41:28
13027,1267,76.27,2023-04-12 15:20:25
13028,1309,93.8,2024-05-16 22:59:25
13029,1376,66.99,2024-09-08 23:16:03
13030,1146,73.58,2024-09-15 18:52:38
13031,1365,66.73,2024-01-29 23:42:33
13032,1238,78.56,2023-01-08 10:36:03
13033,1229,73.64,2024-01-16 06:57:34
13034,1135,88.55,2024-05-24 19:14:19
13035,1419,67.71,2023-05-19 16:24:50
13036,1172,66.16,2024-11-25 10:52:19
13037,1327,84.08,2024-08-24 04:19:35
13038,1295,90.76,2023-01-17 08:29:59
13039,1011,81.16,2023-01-09 05:17:09
13040,1125,74.7,2024-02-07 11:31:39
13041,1266,82.2,2023-04-02 23:04:07
13042,1128,76.67,2024-05-27 07:10:19
13043,1354,75.22,2024-02-12 19:33:39
13044,1344,80.43,2023-04-27 23:22:10
13045,1076,86.18,2023-10-12 12:29:10
13046,1393,84.96,2024-11-24 02:36:10
13047,1470,68.73,2024-11-09 09:30:45
13048,1358,72.53,2023-11-25 03:58:45
13049,1110,65.24,2024-11-23 13:45:21
13050,1224,80.12,2024-12-16 02:30:41
13051,1008,91.57,2024-03-12 12:51:05
13052,1176,79.29,2024-02-11 00:03:48
13053,1021,99.48,2024-04-29 09:10:55
13054,1208,90.89,2023-12-05 00:25:06
13055,1097,77.93,2024-12-14 07:54:21
13056,1490,98.58,2023-05-22 14:37:06
13057,1345,87.1,2023-04-14 18:54:16
13058,1243,96.72,2023-05-24 06:34:48
13059,1103,68.01,2023-07-28 04:52:15
13060,1262,84.24,2024-08-29 22:22:56
13061,1059,96.34,2023-06-03 08:53:25
13062,1452,87.45,2024-11-26 14:29:37
13063,1023,99.09,2024-04-05 20:11:39
13064,1329,99.35,2023-04-21 15:54:12
13065,1100,92.33,2023-03-25 05:42:39
13066,1459,74.62,2024-11-03 03:06:50
13067,1118,94.45,2023-08-29 23:46:25
13068,1419,89.27,2024-12-23 11:02:04
13069,1396,68.67,2024-02-24 21:04:58
13070,1227,78.37,2024-05-03 04:37:41
13071,1455,95.17,2024-02-09 18:03:24
13072,1185,89.42,2023-11-30 23:05:48
13073,1157,79.74,2024-09-12 00:51:54
13074,1213,86.15,2023-08-03 04:06:04
13075,1323,97.32,2023-05-04 23:48:24
13076,1061,85.62,2024-09-09 05:27:18
13077,1253,72.85,2023-05-03 16:16:32
13078,1061,88.09,2023-09-23 06:46:29
13079,1374,74.18,2024-06-24 08:05:48
13080,1216,86.36,2024-02-08 16:03:42
13081,1030,87.24,2024-07-28 17:00:17
13082,1255,77.47,2024-08-12 23:27:39
13083,1283,90.55,2024-06-08 22:08:45
13084,1477,75.11,2023-02-06 10:15:22
13085,1380,65.51,2023-12-30 07:12:17
13086,1030,77.1,2024-08-11 21:49:49
